mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_model__splitter,param_model__criterion,params,split0_test_score,split1_test_score,mean_test_score,std_test_score,rank_test_score
1.0916277170181274,0.0007203817367553711,0.12080883979797363,0.0007426738739013672,best,gini,"{'model__splitter': 'best', 'model__criterion': 'gini'}",0.7025008413634442,0.6430185720510427,0.6727597067072435,0.029741134656200707,4
0.7193797826766968,0.003174424171447754,0.12852442264556885,0.00028765201568603516,random,gini,"{'model__splitter': 'random', 'model__criterion': 'gini'}",0.7064811949565962,0.6229611085432453,0.6647211517499207,0.04176004320667548,5
1.2485411167144775,0.03072524070739746,0.11933398246765137,0.0001933574676513672,best,entropy,"{'model__splitter': 'best', 'model__criterion': 'entropy'}",0.7219077661579387,0.6317559891461768,0.6768318776520578,0.04507588850588096,3
0.6826481819152832,0.0018200874328613281,0.12838947772979736,0.00028526782989501953,random,entropy,"{'model__splitter': 'random', 'model__criterion': 'entropy'}",0.7042901482039613,0.6676701926946044,0.6859801704492828,0.018309977754678464,2
1.2665081024169922,0.0025568008422851562,0.12095427513122559,0.0008859634399414062,best,log_loss,"{'model__splitter': 'best', 'model__criterion': 'log_loss'}",0.729266462319933,0.6606324374468857,0.6949494498834093,0.03431701243652363,1
0.7165642976760864,0.004985213279724121,0.128989577293396,0.0002924203872680664,random,log_loss,"{'model__splitter': 'random', 'model__criterion': 'log_loss'}",0.7037291754086088,0.5819603065055814,0.6428447409570951,0.0608844344515137,6
